task,time
start,1566571796.263
click,1566571796.27
click,1566571797.013
click,1566571797.615
click,1566571798.289
click,1566571799.155
click,1566571799.721
click,1566571800.321
click,1566571801.46
click,1566571802.06
click,1566571802.73
click,1566571803.424
click,1566571804.09
click,1566571804.726
click,1566571805.342
click,1566571806.021
stop,1566571809.958
