task,time
start dynamic,1566579135.321
click,1566579135.327
click,1566579136.197
click,1566579136.767
click,1566579137.441
click,1566579138.005
click,1566579138.572
click,1566579139.141
click,1566579139.814
stop dynamic,1566579144.402
start static,1566579161.867
click,1566579161.872
click,1566579162.585
click,1566579163.153
click,1566579163.726
click,1566579164.292
click,1566579164.917
click,1566579165.541
click,1566579166.111
click,1566579166.663
stop static,1566579172.911
