task,time
start dynamic,1566579092.768
click,1566579092.777
click,1566579093.448
click,1566579094.02
click,1566579094.586
click,1566579095.164
click,1566579095.725
click,1566579096.292
click,1566579096.85
click,1566579097.461
stop dynamic,1566579101.68
