mA,V,time
494.70000000000005,4.588,1566585606.5327735
494.70000000000005,4.588,1566585606.5982559
494.40000000000003,4.588,1566585606.6638706
495.3,4.588,1566585606.7296333
495.0,4.588,1566585606.7958412
493.6,4.588,1566585606.8614135
494.3,4.588,1566585606.9269674
494.70000000000005,4.588,1566585606.9926083
494.40000000000003,4.588,1566585607.0582213
494.0,4.588,1566585607.1240075
495.0,4.588,1566585607.189704
493.90000000000003,4.588,1566585607.2552087
495.40000000000003,4.588,1566585607.3207307
494.6,4.588,1566585607.3862832
494.3,4.588,1566585607.4528716
493.6,4.588,1566585607.5184693
493.40000000000003,4.588,1566585607.584033
493.40000000000003,4.588,1566585607.649641
494.8,4.588,1566585607.715304
493.70000000000005,4.588,1566585607.7808805
494.5,4.588,1566585607.8464885
494.40000000000003,4.588,1566585607.9121127
494.70000000000005,4.588,1566585607.977633
494.40000000000003,4.588,1566585608.0443385
493.70000000000005,4.588,1566585608.1099436
492.6,4.588,1566585608.1756127
494.40000000000003,4.588,1566585608.241285
493.40000000000003,4.588,1566585608.306963
493.20000000000005,4.588,1566585608.372599
494.6,4.588,1566585608.438188
493.8,4.588,1566585608.5037398
493.1,4.588,1566585608.569335
494.40000000000003,4.588,1566585608.6350117
495.0,4.588,1566585608.7005036
493.3,4.588,1566585608.7661176
493.20000000000005,4.588,1566585608.8327723
494.5,4.588,1566585608.898367
494.3,4.588,1566585608.9639664
494.1,4.588,1566585609.0295544
510.20000000000005,4.588,1566585609.095188
549.4,4.588,1566585609.1608
551.6,4.588,1566585609.226351
547.0,4.588,1566585609.2921193
549.8000000000001,4.588,1566585609.357743
548.5,4.588,1566585609.4232852
548.3000000000001,4.588,1566585609.489819
548.9,4.588,1566585609.555276
551.7,4.588,1566585609.6208067
551.6,4.588,1566585609.6864226
551.2,4.588,1566585609.7520063
549.1,4.588,1566585609.8176343
548.6,4.588,1566585609.8832593
546.6,4.588,1566585609.9487906
548.9,4.588,1566585610.0155184
546.0,4.588,1566585610.0810342
497.40000000000003,4.588,1566585610.1466215
493.0,4.588,1566585610.2122133
493.8,4.588,1566585610.277808
495.5,4.588,1566585610.3434255
492.8,4.588,1566585610.409089
494.20000000000005,4.588,1566585610.4758477
494.0,4.588,1566585610.540381
493.90000000000003,4.588,1566585610.6060052
494.40000000000003,4.588,1566585610.6717148
495.3,4.588,1566585610.737232
494.70000000000005,4.588,1566585610.803912
495.40000000000003,4.588,1566585610.869493
493.40000000000003,4.588,1566585610.9362264
495.40000000000003,4.588,1566585611.0007493
495.1,4.588,1566585611.066339
494.40000000000003,4.588,1566585611.1319697
493.0,4.588,1566585611.1975605
494.3,4.588,1566585611.2631984
495.0,4.588,1566585611.3287523
496.1,4.588,1566585611.3944693
495.20000000000005,4.588,1566585611.4602492
494.70000000000005,4.588,1566585611.5258954
495.0,4.588,1566585611.591493
495.5,4.588,1566585611.6570387
494.8,4.588,1566585611.7237074
493.5,4.588,1566585611.789279
494.20000000000005,4.588,1566585611.8549163
492.70000000000005,4.588,1566585611.9207456
495.1,4.588,1566585611.9863198
493.90000000000003,4.588,1566585612.0518768
492.3,4.588,1566585612.1174464
495.5,4.588,1566585612.1830182
494.20000000000005,4.588,1566585612.2485354
492.90000000000003,4.588,1566585612.314136
495.0,4.588,1566585612.3798826
495.3,4.588,1566585612.4456494
494.3,4.588,1566585612.5112817
494.3,4.588,1566585612.5779166
494.0,4.588,1566585612.643488
494.70000000000005,4.588,1566585612.709262
494.70000000000005,4.588,1566585612.774149
495.40000000000003,4.588,1566585612.84022
494.6,4.588,1566585612.906123
492.20000000000005,4.588,1566585612.9719903
494.40000000000003,4.588,1566585613.0378094
494.5,4.588,1566585613.1026552
495.0,4.588,1566585613.168534
494.0,4.588,1566585613.2344756
493.20000000000005,4.588,1566585613.3005872
494.5,4.588,1566585613.3654244
494.5,4.588,1566585613.431351
495.3,4.588,1566585613.4973805
492.8,4.588,1566585613.5632958
494.5,4.588,1566585613.6282408
495.0,4.588,1566585613.6940496
493.90000000000003,4.588,1566585613.7604482
494.8,4.588,1566585613.825404
493.90000000000003,4.588,1566585613.8912852
494.1,4.588,1566585613.9571564
495.0,4.588,1566585614.0232775
493.3,4.588,1566585614.0890582
494.3,4.588,1566585614.1538737
493.70000000000005,4.588,1566585614.2198825
493.6,4.588,1566585614.2858536
495.1,4.588,1566585614.3517597
494.90000000000003,4.588,1566585614.4166327
493.3,4.588,1566585614.4825642
493.70000000000005,4.588,1566585614.548599
493.70000000000005,4.588,1566585614.6146028
493.5,4.588,1566585614.6796274
494.3,4.588,1566585614.7454233
494.6,4.588,1566585614.8112152
493.8,4.588,1566585614.8770409
494.20000000000005,4.588,1566585614.942857
493.5,4.588,1566585615.0087183
494.8,4.588,1566585615.0744956
494.70000000000005,4.588,1566585615.1394353
493.6,4.588,1566585615.2053685
493.6,4.588,1566585615.2711425
495.0,4.588,1566585615.336966
495.0,4.588,1566585615.402926
493.0,4.588,1566585615.4689968
494.70000000000005,4.588,1566585615.5340185
494.0,4.588,1566585615.6003335
494.6,4.588,1566585615.6652267
493.8,4.588,1566585615.7311387
493.40000000000003,4.588,1566585615.7972732
494.70000000000005,4.588,1566585615.863171
493.70000000000005,4.588,1566585615.928196
493.40000000000003,4.588,1566585615.9940329
493.5,4.588,1566585616.0600882
493.20000000000005,4.588,1566585616.125043
