mA,V,time
582.2,4.464,1579039046.5073974
579.8000000000001,4.464,1579039046.5737147
580.7,4.464,1579039046.639496
581.9,4.464,1579039046.7054958
581.2,4.464,1579039046.770339
582.0,4.464,1579039046.8363278
580.2,4.464,1579039046.9024463
580.8000000000001,4.464,1579039046.9682696
582.1,4.464,1579039047.0342634
579.3000000000001,4.464,1579039047.0993671
582.1,4.464,1579039047.1651454
580.8000000000001,4.464,1579039047.2312233
580.4,4.464,1579039047.2970343
582.3000000000001,4.464,1579039047.3630488
579.4,4.464,1579039047.4280016
581.3000000000001,4.464,1579039047.493777
581.0,4.464,1579039047.5594983
580.2,4.464,1579039047.6259205
582.3000000000001,4.464,1579039047.691618
579.8000000000001,4.464,1579039047.7576206
580.9,4.464,1579039047.8235662
581.4,4.464,1579039047.8886678
579.6,4.464,1579039047.9548357
581.9,4.464,1579039048.020498
579.9,4.464,1579039048.0862586
580.7,4.464,1579039048.1515892
581.3000000000001,4.464,1579039048.2179985
579.5,4.464,1579039048.2838032
582.0,4.464,1579039048.3495014
580.2,4.464,1579039048.414876
580.5,4.464,1579039048.4805617
581.7,4.464,1579039048.5465896
579.3000000000001,4.464,1579039048.6125555
581.6,4.464,1579039048.6786067
580.4,4.464,1579039048.7436397
580.4,4.464,1579039048.809396
582.1,4.464,1579039048.875132
579.2,4.464,1579039048.9416108
581.4,4.464,1579039049.006568
580.6,4.464,1579039049.0725374
579.6,4.464,1579039049.1384456
582.0,4.464,1579039049.2048564
579.3000000000001,4.464,1579039049.2705712
581.0,4.464,1579039049.3356338
581.0,4.464,1579039049.4015527
579.7,4.464,1579039049.4673777
582.1,4.464,1579039049.5332093
579.7,4.464,1579039049.599249
580.8000000000001,4.464,1579039049.6649628
581.3000000000001,4.464,1579039049.7303293
579.3000000000001,4.464,1579039049.796146
582.3000000000001,4.464,1579039049.861758
579.9,4.464,1579039049.9280224
580.6,4.464,1579039049.9938776
581.5,4.464,1579039050.0593038
579.1,4.464,1579039050.125021
582.0,4.464,1579039050.1912696
580.3000000000001,4.464,1579039050.25743
580.2,4.464,1579039050.3222141
581.9,4.464,1579039050.3881342
579.3000000000001,4.464,1579039050.453857
581.8000000000001,4.464,1579039050.5198493
580.8000000000001,4.464,1579039050.5858412
579.9,4.464,1579039050.6517284
582.1,4.464,1579039050.716912
579.6,4.464,1579039050.782856
581.1,4.464,1579039050.8488836
581.2,4.464,1579039050.91477
579.6,4.464,1579039050.980527
581.9,4.464,1579039051.0464575
579.8000000000001,4.464,1579039051.1114557
581.1,4.464,1579039051.177389
581.0,4.464,1579039051.2432048
579.4,4.464,1579039051.3094802
582.3000000000001,4.464,1579039051.3754637
579.9,4.464,1579039051.440383
580.9,4.464,1579039051.5061195
581.6,4.464,1579039051.5721262
579.6,4.464,1579039051.6382267
581.8000000000001,4.464,1579039051.7040074
580.0,4.464,1579039051.7691607
580.2,4.464,1579039051.8351204
581.6,4.464,1579039051.9013782
579.4,4.464,1579039051.967113
581.9,4.464,1579039052.0327015
